Sample Name,QC Flag (0 - high qulaity),Site,Plot,Year,Species,Rep,Latitude,Longitude,Elevation (m),Dbh (cm),Ht (m),Date,DOY,Time of Day,%N,LMA (g m-2),Leaf water Content,Leaf size (cm2),15N,13C,%C,C/N,Licor Obs #,PAR Setpoint (umol m-2 s-1),PAR Incident on leaf (umol m-2 s-1),PAR absorbed by leaf (umol m-2 s-1),Absorbed Shortwave Radiation (W/m-2),Heat exchange setpoint (oC),CO2 Setpoint (µmol mol?¹),H2O setpoint (mmol mol-1),Net CO2 Assimilation Rate (umol CO2 m-2 s-1),Transpiration Rate (mol m?² s?¹),Ambient CO2 (µmol mol?¹),Intercellular CO2 (µmol mol?¹),Stomatal Conductance to Water Vapor (mol m-2 s-1),Boundary Layer Conductance to Water Vapor (mol m-2 s-1),Total Conductance to Water Vapor (mol m-2 s-1),Total Conductance to CO2 (mol m-2 s-1),Leaf Temperature used for gas exchange computations (oC),Chamber Air Temperature (oC),Leaf Thermocouple 1 (oC),Saturation vapor pressure at leaf temperature  (kPa),Relative Humidity of Chamber (%),Vapor Pressure of Chamber (kPa),Saturation vapor pressure in chamber (kPa),Vapor pressure deficit at leaf temperature (kPa),LatHFlux (W m-2),SenHFlux (W m-2),NetTherm (W m-2),EBSum (W m-2),Leak from chamber  (umol s-1),Leak as percent of flow (%),Correction factor (K),Correction factor as a percent (%),Sample Cell CO2 conc (µmol mol?¹),Reference Cell CO2 conc (µmol mol?¹),Sample Cell H2O conc (mmol mol?¹),Reference Cell H2O conc (mmol mol?¹),Flow rate to chamber (µmol s?¹),Atmospheric Pressure (kPa),Fan Speed (rpm),Flow through sample cell (µmol s?¹),Flow through reference cell (µmol s?¹),filename,Net CO2 uptake (nmol g leaf-1 s-1),PSN eq 1,pSN eq 2,PSN eq 3,inti_a,a1_init,Amax_init
TF-1-PIST-384-2018,0,TF,1,2018,PIST,384,-9999,-9999,-9999,19,8.7,10/12/2018,285,2:57 AM,0.0132,128.98,0.58,-9999,-9999,-9999,0.5317,40.28,10,0,0,0,0,-999.9,400,0,-0.31,0.000557,400.09,268.27,0.0624,3.32,0.07,0.0387,19.76,20.49,19.76,2.31,58.98,1.43,2.42,0.88,-24.57,131.81,7.99,115.23,368,61,1.014,1.39,400.09,400.06,14.28,14.05,600.01,99.75,9987,207.42,495.65,,-2.403473407,0,0,-10,7777777,0.172119709,40.54892231
TF-1-PIST-385-2018,0,TF,1,2018,PIST,385,-9999,-9999,-9999,19,8.7,10/12/2018,285,3:06 AM,0.015,145.4,0.57,-9999,-9999,-9999,0.5228,34.82,1,2000,2000.01,1681.21,321.45,-999.9,400,0,10.72,0.00149,396.19,272.49,0.144,3.39,0.14,0.0884,20.89,20.64,20.89,2.48,59.19,1.45,2.44,1.03,-65.62,-45.23,-2.7,207.89,234,39,1.009,0.88,396.19,399.98,14.46,13.97,600.04,99.75,9995,331.7,495.45,,73.72764787,8.0000032,7.407410151,171.8182645,7777777,0.281980743,73.72764787
TF-1-PIST-385-2018,0,TF,1,2018,PIST,385,-9999,-9999,-9999,19,8.7,10/12/2018,285,3:07 AM,0.015,145.4,0.57,-9999,-9999,-9999,0.5228,34.82,2,1500,1499.97,1261.19,241.67,-999.9,400,0,10.31,0.0014,396.38,272.49,0.142,3.4,0.14,0.087,20.57,20.63,20.57,2.43,59.04,1.44,2.44,0.99,-61.85,10.09,0.6,190.51,226,38,1.008,0.84,396.38,400.02,14.41,13.95,600.02,99.75,10024,338.91,495.76,,70.90784044,7.7921916,7.228901727,166.470173,7777777,0.281980743,73.72764787
TF-1-PIST-385-2018,0,TF,1,2018,PIST,385,-9999,-9999,-9999,19,8.7,10/12/2018,285,3:08 AM,0.015,145.4,0.57,-9999,-9999,-9999,0.5228,34.82,3,1000,1000.23,841.39,161.88,-999.9,400,0,9.38,0.00134,396.75,272.49,0.141,3.39,0.14,0.0864,20.28,20.62,20.28,2.39,58.93,1.44,2.44,0.95,-58.92,62.14,3.7,168.81,225,38,1.008,0.84,396.75,400.07,14.37,13.93,600,99.74,9989,340.02,495.97,,64.51169188,7.407659759,6.896770468,156.6730543,7777777,0.281980743,73.72764787
TF-1-PIST-385-2018,0,TF,1,2018,PIST,385,-9999,-9999,-9999,19,8.7,10/12/2018,285,3:09 AM,0.015,145.4,0.57,-9999,-9999,-9999,0.5228,34.82,4,700,699.93,589.14,113.95,-999.9,400,0,8.17,0.00127,397.1,272.49,0.138,3.39,0.14,0.0844,20.07,20.56,20.07,2.36,58.98,1.43,2.43,0.92,-55.92,89.63,5.34,153,223,37,1.008,0.84,397.1,400,14.34,13.92,600,99.74,9984,341.78,495.81,,56.18982118,6.965035508,6.511506751,145.5520985,0.0887208,0.281980743,73.72764787
TF-1-PIST-385-2018,0,TF,1,2018,PIST,385,-9999,-9999,-9999,19,8.7,10/12/2018,285,3:09 AM,0.015,145.4,0.57,-9999,-9999,-9999,0.5228,34.82,5,400,399.78,337.02,66.06,-999.9,400,0,6.7,0.00121,397.58,272.49,0.137,3.38,0.14,0.084,19.81,20.48,19.81,2.32,59.15,1.43,2.42,0.89,-53.56,123.27,7.33,143.1,222,37,1.008,0.83,397.58,399.99,14.31,13.91,600.03,99.74,9975,343.03,495.86,,46.07977992,6.059595572,5.713387402,123.3088799,0.1299862,0.281980743,73.72764787
TF-1-PIST-385-2018,0,TF,1,2018,PIST,385,-9999,-9999,-9999,19,8.7,10/12/2018,285,3:10 AM,0.015,145.4,0.57,-9999,-9999,-9999,0.5228,34.82,6,200,200.14,168.72,33.07,-999.9,400,0,4.59,0.00117,398.3,272.49,0.135,3.39,0.14,0.0828,19.66,20.44,19.66,2.3,59.2,1.43,2.41,0.87,-51.74,141.29,8.38,131,220,37,1.008,0.82,398.3,399.99,14.28,13.9,600,99.73,9998,344.39,495.76,,31.56808803,4.652676556,4.445826623,90.03498775,0.187414,0.281980743,73.72764787
TF-1-PIST-385-2018,0,TF,1,2018,PIST,385,-9999,-9999,-9999,19,8.7,10/12/2018,285,3:11 AM,0.015,145.4,0.57,-9999,-9999,-9999,0.5228,34.82,7,100,99.91,84.23,16.51,-999.9,400,0,2.62,0.00112,398.99,272.49,0.131,3.4,0.14,0.0804,19.52,20.34,19.52,2.28,59.45,1.42,2.4,0.85,-49.18,150.66,8.91,126.9,220,37,1.008,0.82,398.99,400.02,14.25,13.89,600,99.74,10023,344.77,495.61,,18.01925722,3.172788519,3.075218345,56.62665466,0.2393398,0.281980743,73.72764787
TF-1-PIST-385-2018,0,TF,1,2018,PIST,385,-9999,-9999,-9999,19,8.7,10/12/2018,285,3:12 AM,0.015,145.4,0.57,-9999,-9999,-9999,0.5228,34.82,8,50,49.9,42.06,8.25,-999.9,400,0,0.9,0.00111,399.54,272.49,0.131,3.39,0.14,0.0807,19.45,20.28,19.45,2.27,59.6,1.42,2.39,0.84,-48.83,152.49,9.04,120.94,219,36,1.008,0.82,399.54,399.99,14.24,13.88,600.03,99.74,9985,345.77,495.6,,6.189821183,1.938729918,1.901858028,29.93597439,0.2420908,0.281980743,73.72764787
TF-1-PIST-385-2018,0,TF,1,2018,PIST,385,-9999,-9999,-9999,19,8.7,10/12/2018,285,3:13 AM,0.015,145.4,0.57,-9999,-9999,-9999,0.5228,34.82,9,10,9.83,8.28,1.62,-999.9,400,0,-0.45,0.0011,400.03,272.49,0.131,3.39,0.14,0.0806,19.43,20.26,19.43,2.27,59.65,1.42,2.38,0.84,-48.71,151.78,8.99,113.68,219,36,1.008,0.82,400.03,400.03,14.23,13.87,600.02,99.74,9998,345.66,496.08,,-3.094910591,0.465205426,0.463051287,-0.630510413,0.2819807,0.281980743,73.72764787
TF-1-PIST-385-2018,0,TF,1,2018,PIST,385,-9999,-9999,-9999,19,8.7,10/12/2018,285,3:13 AM,0.015,145.4,0.57,-9999,-9999,-9999,0.5228,34.82,10,0,0,0,0,-999.9,400,0,-0.86,0.00106,400.15,272.49,0.127,3.38,0.14,0.0778,19.36,20.19,19.36,2.25,59.82,1.42,2.37,0.83,-46.54,152.13,9.02,114.61,218,36,1.008,0.82,400.15,400.01,14.21,13.86,600.01,99.74,9972,346.39,495.63,,-5.914718019,0,0,-10,7777777,0.281980743,73.72764787
TF-1-ACRU-386-2018,0,TF,1,2018,ACRU,386,-9999,-9999,-9999,25,10.3,10/12/2018,285,3:32 AM,0.0125,48.93,0.6,44.2,-9999,-9999,0.4896,39.25,1,2000,2000.05,1681.24,321.45,-999.9,400,0,3.26,0.00057,396.5,262.22,0.0402,2.26,0.04,0.0249,23.07,21.17,23.07,2.83,56.71,1.43,2.52,1.4,-25.12,-231.39,-21.01,43.94,3,0,1,0.01,396.5,399.98,14.31,13.75,600.01,99.77,10038,605.77,496.18,,66.62579195,8.000016,7.407421125,171.818595,7777777,0.792969548,67.03453914
TF-1-ACRU-386-2018,0,TF,1,2018,ACRU,386,-9999,-9999,-9999,25,10.3,10/12/2018,285,3:32 AM,0.0125,48.93,0.6,44.2,-9999,-9999,0.4896,39.25,2,1500,1499.86,1261.1,241.65,-999.9,400,0,3.28,0.000537,396.55,262.22,0.0415,2.26,0.04,0.0257,22.33,21.12,22.33,2.71,56.74,1.43,2.51,1.28,-23.7,-147.54,-13.38,57.04,3,0,1,0.01,396.55,400.04,14.27,13.74,600.04,99.77,9999,605.9,496.25,,67.03453914,7.792132225,7.228850626,166.4686504,7777777,0.792969548,67.03453914
TF-1-ACRU-386-2018,0,TF,1,2018,ACRU,386,-9999,-9999,-9999,25,10.3,10/12/2018,285,3:33 AM,0.0125,48.93,0.6,44.2,-9999,-9999,0.4896,39.25,3,1000,999.82,841.05,161.82,-999.9,400,0,3.23,0.000497,396.59,262.22,0.0424,2.25,0.04,0.0263,21.56,21.07,21.56,2.58,56.76,1.42,2.51,1.16,-21.92,-59.32,-5.36,75.22,2,0,1,0.01,396.59,400.02,14.23,13.74,600.01,99.77,9978,606.16,496.23,,66.01267116,7.407209846,6.896380473,156.6616659,7777777,0.792969548,67.03453914
TF-1-ACRU-386-2018,0,TF,1,2018,ACRU,386,-9999,-9999,-9999,25,10.3,10/12/2018,285,3:33 AM,0.0125,48.93,0.6,44.2,-9999,-9999,0.4896,39.25,4,700,699.96,589.17,113.96,-999.9,400,0,3.15,0.000452,396.67,262.22,0.0415,2.26,0.04,0.0257,21,20.97,21,2.5,56.92,1.42,2.49,1.08,-19.94,-3.51,-0.32,90.19,2,0,1,0.01,396.67,400,14.19,13.74,600,99.77,10028,606.23,496.11,,64.3776824,6.96509492,6.511558677,145.5535802,0.1077341,0.792969548,67.03453914
TF-1-ACRU-386-2018,0,TF,1,2018,ACRU,386,-9999,-9999,-9999,25,10.3,10/12/2018,285,3:34 AM,0.0125,48.93,0.6,44.2,-9999,-9999,0.4896,39.25,5,400,399.89,337.1,66.07,-999.9,400,0,2.94,0.000416,396.86,262.22,0.0411,2.26,0.04,0.0255,20.47,20.87,20.47,2.42,57.14,1.41,2.48,1,-18.33,48.83,4.37,100.94,2,0,1,0.01,396.86,399.97,14.15,13.74,600.02,99.77,10025,606.34,496.18,,60.08583691,6.060100913,5.713836647,123.3211089,0.177805,0.792969548,67.03453914
TF-1-ACRU-386-2018,0,TF,1,2018,ACRU,386,-9999,-9999,-9999,25,10.3,10/12/2018,285,3:34 AM,0.0125,48.93,0.6,44.2,-9999,-9999,0.4896,39.25,6,200,199.95,168.56,33.04,-999.9,400,0,2.8,0.000382,397.06,262.22,0.0402,2.25,0.04,0.0249,20.04,20.72,20.04,2.35,57.52,1.41,2.45,0.94,-16.84,82.57,7.39,106.17,2,0,1,0.01,397.06,400.01,14.12,13.74,599.99,99.77,9981,606.47,496.24,,57.22460658,4.650621886,4.443950549,89.98749844,0.3413039,0.792969548,67.03453914
TF-1-ACRU-386-2018,0,TF,1,2018,ACRU,386,-9999,-9999,-9999,25,10.3,10/12/2018,285,3:35 AM,0.0125,48.93,0.6,44.2,-9999,-9999,0.4896,39.25,7,100,99.86,84.18,16.5,-999.9,400,0,2.34,0.00037,397.53,262.22,0.04,2.26,0.04,0.0248,19.86,20.67,19.86,2.33,57.67,1.41,2.45,0.92,-16.31,98.16,8.77,107.12,2,0,1,0.01,397.53,400.01,14.1,13.74,599.99,99.77,9998,606.5,496.33,,47.82342121,3.171779862,3.074270761,56.60441539,0.588596,0.792969548,67.03453914
TF-1-ACRU-386-2018,0,TF,1,2018,ACRU,386,-9999,-9999,-9999,25,10.3,10/12/2018,285,3:36 AM,0.0125,48.93,0.6,44.2,-9999,-9999,0.4896,39.25,8,50,50.01,42.16,8.26,-999.9,400,0,1.4,0.000361,398.45,262.22,0.0393,2.26,0.04,0.0244,19.8,20.64,19.8,2.32,57.73,1.41,2.44,0.91,-15.9,102.53,9.14,104.03,2,0,1,0.01,398.46,400,14.1,13.74,600.01,99.77,10029,606.77,496.36,,28.61230329,1.94204919,1.90505214,30.00639974,0.7929695,0.792969548,67.03453914
TF-1-ACRU-386-2018,0,TF,1,2018,ACRU,386,-9999,-9999,-9999,25,10.3,10/12/2018,285,3:38 AM,0.0125,48.93,0.6,44.2,-9999,-9999,0.4896,39.25,9,10,10.01,8.44,1.65,-999.9,400,0,-0.17,0.000339,400.06,262.22,0.0377,2.26,0.04,0.0234,19.67,20.56,19.67,2.3,57.96,1.41,2.43,0.89,-14.95,107.98,9.63,104.31,2,0,1,0.01,400.06,400.02,14.09,13.75,600.02,99.77,10003,606.73,496.2,,-3.474351114,0.473260319,0.471031116,-0.467120613,0.7561823,0.792969548,67.03453914
TF-1-ACRU-386-2018,0,TF,1,2018,ACRU,386,-9999,-9999,-9999,25,10.3,10/12/2018,285,3:38 AM,0.0125,48.93,0.6,44.2,-9999,-9999,0.4896,39.25,10,0,0,0,0,-999.9,400,0,-0.54,0.000315,400.43,262.22,0.0355,2.26,0.04,0.0221,19.57,20.45,19.57,2.29,58.32,1.41,2.41,0.88,-13.91,106.45,9.46,102,2,0,1,0.01,400.43,400.02,14.07,13.76,600.03,99.78,10039,606.56,496.32,,-11.03617413,0,0,-10,7777777,0.792969548,67.03453914
TF-2-QURU-387-2018,0,TF,2,2018,QURU,387,-9999,-9999,-9999,23,14.9,10/12/2018,285,4:02 AM,0.0199,47.7,0.57,90.45,-9999,-9999,0.486,24.41,1,2000,2000.03,1681.23,321.45,-999.9,400,0,7.99,0.00159,391.38,285.74,0.128,2.26,0.13,0.0782,22.76,21.61,22.76,2.78,59.03,1.53,2.59,1.25,-70.15,-139.89,-12.75,98.66,0,0,1,0,391.38,399.99,15.29,13.73,600.03,99.8,9986,618.82,496.63,,167.5052411,8.0000096,7.407415638,171.8184298,7777777,1.090146751,167.5052411
TF-2-QURU-387-2018,0,TF,2,2018,QURU,387,-9999,-9999,-9999,23,14.9,10/12/2018,285,4:02 AM,0.0199,47.7,0.57,90.45,-9999,-9999,0.486,24.41,2,1500,1499.92,1261.15,241.66,-999.9,400,0,7.85,0.00146,391.55,285.74,0.13,2.26,0.13,0.0788,21.99,21.52,21.99,2.65,58.84,1.52,2.58,1.14,-64.27,-57.78,-5.23,114.39,0,0,1,0,391.55,399.97,15.16,13.72,600,99.8,10037,618.69,496.69,,164.5702306,7.792164613,7.2288785,166.4694809,7777777,1.090146751,167.5052411
TF-2-QURU-387-2018,0,TF,2,2018,QURU,387,-9999,-9999,-9999,23,14.9,10/12/2018,285,4:03 AM,0.0199,47.7,0.57,90.45,-9999,-9999,0.486,24.41,3,1000,1000.09,841.28,161.86,-999.9,400,0,7.72,0.00133,391.77,285.74,0.13,2.26,0.13,0.0792,21.26,21.39,21.26,2.54,58.76,1.5,2.56,1.03,-58.7,16.07,1.45,120.68,0,0,1,0,391.77,400.01,15.02,13.71,599.97,99.8,9989,618.37,496.67,,161.8448637,7.407506165,6.89663733,156.6691665,7777777,1.090146751,167.5052411
TF-2-QURU-387-2018,0,TF,2,2018,QURU,387,-9999,-9999,-9999,23,14.9,10/12/2018,285,4:04 AM,0.0199,47.7,0.57,90.45,-9999,-9999,0.486,24.41,4,700,699.79,589.02,113.93,-999.9,400,0,7.61,0.00126,391.92,285.74,0.131,2.26,0.13,0.0795,20.82,21.31,20.82,2.47,58.78,1.5,2.54,0.97,-55.42,59.8,5.37,123.68,0,0,1,0,391.92,400.02,14.95,13.71,600.01,99.8,10032,618.48,496.69,,159.5387841,6.964758198,6.511264379,145.5451828,0.2273136,1.090146751,167.5052411
TF-2-QURU-387-2018,0,TF,2,2018,QURU,387,-9999,-9999,-9999,23,14.9,10/12/2018,285,4:05 AM,0.0199,47.7,0.57,90.45,-9999,-9999,0.486,24.41,5,400,400.19,337.36,66.12,-999.9,400,0,7.26,0.00118,392.24,285.74,0.132,2.26,0.13,0.08,20.35,21.21,20.35,2.4,58.86,1.49,2.53,0.91,-52.16,104.14,9.35,127.46,0,0,1,0,392.24,399.96,14.88,13.71,599.99,99.8,9993,618.31,496.93,,152.2012579,6.061478132,5.715060962,123.3544378,0.3794549,1.090146751,167.5052411
TF-2-QURU-387-2018,0,TF,2,2018,QURU,387,-9999,-9999,-9999,23,14.9,10/12/2018,285,4:05 AM,0.0199,47.7,0.57,90.45,-9999,-9999,0.486,24.41,6,200,200,168.6,33.05,-999.9,400,0,6.39,0.00112,393.22,285.74,0.13,2.26,0.13,0.0793,20.01,21.09,20.01,2.35,59.03,1.48,2.51,0.87,-49.21,131.59,11.77,127.19,0,0,1,0,393.22,400.05,14.81,13.72,600.02,99.81,10013,618.14,496.65,,133.9622642,4.651162791,4.444444444,90,0.6677149,1.090146751,167.5052411
TF-2-QURU-387-2018,0,TF,2,2018,QURU,387,-9999,-9999,-9999,23,14.9,10/12/2018,285,4:06 AM,0.0199,47.7,0.57,90.45,-9999,-9999,0.486,24.41,7,100,100.18,84.46,16.55,-999.9,400,0,4.14,0.00108,395.42,285.74,0.131,2.25,0.13,0.0794,19.77,21,19.77,2.31,59.19,1.48,2.5,0.84,-47.57,148.66,13.32,130.96,0,0,1,0,395.42,399.98,14.77,13.71,599.98,99.8,9974,618.41,496.61,,86.79245283,3.17822891,3.080329003,56.7466187,0.8637317,1.090146751,167.5052411
TF-2-QURU-387-2018,0,TF,2,2018,QURU,387,-9999,-9999,-9999,23,14.9,10/12/2018,285,4:07 AM,0.0199,47.7,0.57,90.45,-9999,-9999,0.486,24.41,8,50,49.97,42.13,8.26,-999.9,400,0,2.36,0.00104,397.21,285.74,0.13,2.25,0.13,0.0792,19.56,20.84,19.56,2.28,59.57,1.47,2.47,0.81,-45.99,155.19,13.89,131.35,0,0,1,0,397.21,399.99,14.72,13.7,600,99.8,9956,618.46,496.76,,49.47589099,1.94084256,1.903891032,29.9807977,0.9811321,1.090146751,167.5052411
TF-2-QURU-387-2018,0,TF,2,2018,QURU,387,-9999,-9999,-9999,23,14.9,10/12/2018,285,4:08 AM,0.0199,47.7,0.57,90.45,-9999,-9999,0.486,24.41,9,10,9.98,8.41,1.65,-999.9,400,0,0.54,0.00101,399.05,285.74,0.129,2.26,0.13,0.0783,19.42,20.71,19.42,2.26,59.88,1.47,2.45,0.8,-44.59,157.07,14,128.13,0,0,1,0,399.05,400,14.68,13.68,600,99.81,9999,618.43,496.69,,11.32075472,0.471918932,0.469702318,-0.494332794,1.0901468,1.090146751,167.5052411
TF-2-QURU-387-2018,0,TF,2,2018,QURU,387,-9999,-9999,-9999,23,14.9,10/12/2018,285,4:09 AM,0.0199,47.7,0.57,90.45,-9999,-9999,0.486,24.41,10,0,0,0,0,-999.9,400,0,0.02,0.000993,399.62,285.74,0.126,2.25,0.13,0.0769,19.4,20.65,19.4,2.26,60.02,1.47,2.44,0.8,-43.79,151.19,13.49,120.88,0,0,1,0,399.62,400.04,14.66,13.68,600.01,99.81,9974,618.49,496.8,,0.419287212,0,0,-10,7777777,1.090146751,167.5052411
TF-2-PIST-388-2018,0,TF,2,2018,PIST,388,-9999,-9999,-9999,71,11.4,10/12/2018,285,4:18 AM,0.0156,143.34,0.54,-9999,-9999,-9999,0.5154,32.96,1,2000,2000,1681.2,321.45,-999.9,400,0,6.73,0.00081,397.62,239.06,0.0721,3.38,0.07,0.0446,21.05,20.59,21.05,2.5,57.09,1.39,2.43,1.12,-35.73,-85.24,-5.11,195.36,283,47,1.011,1.06,397.62,400,13.89,13.62,600.02,99.82,9966,286.1,496.77,,46.95130459,8,7.407407407,171.8181818,7777777,0.265103949,47.71871076
TF-2-PIST-388-2018,0,TF,2,2018,PIST,388,-9999,-9999,-9999,71,11.4,10/12/2018,285,4:19 AM,0.0156,143.34,0.54,-9999,-9999,-9999,0.5154,32.96,2,1500,1500.1,1261.3,241.69,-999.9,400,0,6.84,0.000777,397.6,239.06,0.0723,3.39,0.07,0.0447,20.73,20.56,20.73,2.45,57.12,1.39,2.43,1.07,-34.26,-30.38,-1.81,175.24,281,47,1.011,1.05,397.6,400.01,13.88,13.62,600.02,99.82,9998,287.84,496.43,,47.71871076,7.792261761,7.228962111,166.4719722,7777777,0.265103949,47.71871076
TF-2-PIST-388-2018,0,TF,2,2018,PIST,388,-9999,-9999,-9999,71,11.4,10/12/2018,285,4:20 AM,0.0156,143.34,0.54,-9999,-9999,-9999,0.5154,32.96,3,1000,1000.08,841.27,161.86,-999.9,400,0,6.33,0.000729,397.78,239.06,0.0712,3.39,0.07,0.0441,20.37,20.49,20.37,2.4,57.26,1.39,2.42,1.02,-32.14,22.52,1.34,153.58,277,46,1.01,1.04,397.78,400.01,13.85,13.61,600,99.82,9986,291.61,496.49,,44.16073671,7.407495193,6.896627819,156.6688887,7777777,0.265103949,47.71871076
TF-2-PIST-388-2018,0,TF,2,2018,PIST,388,-9999,-9999,-9999,71,11.4,10/12/2018,285,4:20 AM,0.0156,143.34,0.54,-9999,-9999,-9999,0.5154,32.96,4,700,700.01,589.21,113.96,-999.9,400,0,5.92,0.000668,397.97,239.06,0.0681,3.41,0.07,0.0422,20.06,20.39,20.06,2.36,57.52,1.38,2.4,0.97,-29.47,59.88,3.54,147.92,276,46,1.01,1.03,397.97,400.06,13.82,13.6,600,99.82,10065,292.78,496.52,,41.30040463,6.965193931,6.511645213,145.5560494,0.0651797,0.265103949,47.71871076
TF-2-PIST-388-2018,0,TF,2,2018,PIST,388,-9999,-9999,-9999,71,11.4,10/12/2018,285,4:21 AM,0.0156,143.34,0.54,-9999,-9999,-9999,0.5154,32.96,5,400,400.05,337.24,66.1,-999.9,400,0,5.16,0.000651,398.19,239.06,0.0687,3.39,0.07,0.0425,19.83,20.31,19.83,2.32,57.73,1.38,2.39,0.94,-28.7,88.27,5.25,130.92,271,45,1.01,1.02,398.19,400.02,13.81,13.59,600.01,99.82,9977,296.72,496.34,,35.99832566,6.060835609,5.714489778,123.3388884,0.1008093,0.265103949,47.71871076
TF-2-PIST-388-2018,0,TF,2,2018,PIST,388,-9999,-9999,-9999,71,11.4,10/12/2018,285,4:22 AM,0.0156,143.34,0.54,-9999,-9999,-9999,0.5154,32.96,6,200,199.81,168.44,33.01,-999.9,400,0,4.05,0.000611,398.56,239.06,0.0662,3.4,0.07,0.041,19.65,20.21,19.65,2.3,58.02,1.38,2.38,0.92,-26.96,103.48,6.12,115.66,270,45,1.01,1.01,398.56,400.01,13.79,13.59,599.99,99.82,10021,298.47,496.57,,28.25449979,4.649106581,4.44256691,89.95247743,0.1628994,0.265103949,47.71871076
TF-2-PIST-388-2018,0,TF,2,2018,PIST,388,-9999,-9999,-9999,71,11.4,10/12/2018,285,4:23 AM,0.0156,143.34,0.54,-9999,-9999,-9999,0.5154,32.96,7,100,100.13,84.41,16.54,-999.9,400,0,2.62,0.000615,399.02,239.06,0.0675,3.39,0.07,0.0418,19.56,20.18,19.56,2.28,58.11,1.38,2.37,0.9,-27.1,113.52,6.72,109.68,268,45,1.01,1,399.02,399.99,13.79,13.58,599.97,99.83,10008,300.32,496.48,,18.27821962,3.177222239,3.079383385,56.72441942,0.226036,0.265103949,47.71871076
TF-2-PIST-388-2018,0,TF,2,2018,PIST,388,-9999,-9999,-9999,71,11.4,10/12/2018,285,4:24 AM,0.0156,143.34,0.54,-9999,-9999,-9999,0.5154,32.96,8,50,50.12,42.25,8.28,-999.9,400,0,1.22,0.0006,399.51,239.06,0.0668,3.4,0.07,0.0413,19.47,20.1,19.47,2.27,58.34,1.38,2.36,0.89,-26.48,115.68,6.83,104.31,266,44,1.01,0.99,399.51,400.01,13.77,13.57,599.99,99.83,10016,301.58,496.39,,8.511232036,1.945365202,1.908242909,30.07676315,0.2567322,0.265103949,47.71871076
TF-2-PIST-388-2018,0,TF,2,2018,PIST,388,-9999,-9999,-9999,71,11.4,10/12/2018,285,4:25 AM,0.0156,143.34,0.54,-9999,-9999,-9999,0.5154,32.96,9,10,9.78,8.25,1.62,-999.9,400,0,-0.24,0.0006,399.98,239.06,0.0672,3.39,0.07,0.0416,19.42,20.06,19.42,2.26,58.46,1.38,2.35,0.89,-26.46,115.86,6.86,97.87,264,44,1.01,0.99,399.98,399.98,13.76,13.56,600,99.83,9989,303.55,496.66,,-1.674340728,0.462965155,0.460831665,-0.675946229,0.2651039,0.265103949,47.71871076
TF-2-PIST-388-2018,0,TF,2,2018,PIST,388,-9999,-9999,-9999,71,11.4,10/12/2018,285,4:26 AM,0.0156,143.34,0.54,-9999,-9999,-9999,0.5154,32.96,10,0,0,0,0,-999.9,400,0,-0.62,0.000582,400.12,239.06,0.0655,3.4,0.07,0.0406,19.38,20.02,19.38,2.26,58.57,1.38,2.35,0.88,-25.66,116.44,6.87,97.65,263,44,1.01,0.98,400.12,399.99,13.76,13.56,600,99.83,10015,304.56,496.56,,-4.325380215,0,0,-10,7777777,0.265103949,47.71871076
TF-2-PIST-389-2018,0,TF,2,2018,PIST,389,-9999,-9999,-9999,71,11.4,10/12/2018,285,4:48 AM,0.0175,131.05,0.59,-9999,-9999,-9999,0.5114,29.19,1,2000,1999.84,1681.07,321.42,-999.9,400,0,9.69,0.00102,396.18,219.51,0.09,3.35,0.09,0.0556,21.08,20.81,21.08,2.51,55.83,1.38,2.47,1.13,-45.11,-48.98,-2.96,224.37,251,42,1.009,0.94,396.18,399.99,13.77,13.39,600.03,99.86,9979,316.01,498.19,,73.9412438,7.999948796,7.407363508,171.8168594,7777777,0.291491797,73.9412438
TF-2-PIST-389-2018,0,TF,2,2018,PIST,389,-9999,-9999,-9999,71,11.4,10/12/2018,285,4:49 AM,0.0175,131.05,0.59,-9999,-9999,-9999,0.5114,29.19,2,1500,1499.98,1261.2,241.67,-999.9,400,0,9.57,0.000978,396.26,219.51,0.0905,3.38,0.09,0.0559,20.72,20.75,20.72,2.45,55.97,1.38,2.46,1.08,-43.15,6.97,0.42,205.91,249,41,1.009,0.92,396.26,400.01,13.75,13.39,600.02,99.86,10089,317.33,498.22,,73.02556276,7.792196998,7.228906372,166.4703114,7777777,0.291491797,73.9412438
TF-2-PIST-389-2018,0,TF,2,2018,PIST,389,-9999,-9999,-9999,71,11.4,10/12/2018,285,4:50 AM,0.0175,131.05,0.59,-9999,-9999,-9999,0.5114,29.19,3,1000,999.88,841.1,161.83,-999.9,400,0,8.8,0.00091,396.5,219.51,0.0891,3.34,0.09,0.055,20.3,20.63,20.3,2.39,56.29,1.37,2.44,1.02,-40.15,59.14,3.57,184.39,249,41,1.009,0.94,396.5,399.96,13.72,13.39,600.02,99.86,9939,317.5,498.31,,67.14994277,7.407275707,6.896437563,156.663333,7777777,0.291491797,73.9412438
