Sample Name,QC Flag (0 - high qulaity),Site,Plot,Year,Species,Rep,Latitude,Longitude,Elevation (m),Dbh (cm),Ht (m),Date,DOY,Time of Day,%N,LMA (g m-2),Leaf water Content,Leaf size (cm2),15N,13C,%C,C/N,Licor Obs #,PAR Setpoint (umol m-2 s-1),PAR Incident on leaf (umol m-2 s-1),PAR absorbed by leaf (umol m-2 s-1),Absorbed Shortwave Radiation (W/m-2),Heat exchange setpoint (oC),CO2 Setpoint (µmol mol?¹),H2O setpoint (mmol mol-1),Net CO2 Assimilation Rate (umol CO2 m-2 s-1),Transpiration Rate (mol m?² s?¹),Ambient CO2 (µmol mol?¹),Intercellular CO2 (µmol mol?¹),Stomatal Conductance to Water Vapor (mol m-2 s-1),Boundary Layer Conductance to Water Vapor (mol m-2 s-1),Total Conductance to Water Vapor (mol m-2 s-1),Total Conductance to CO2 (mol m-2 s-1),Leaf Temperature used for gas exchange computations (oC),Chamber Air Temperature (oC),Leaf Thermocouple 1 (oC),Saturation vapor pressure at leaf temperature  (kPa),Relative Humidity of Chamber (%),Vapor Pressure of Chamber (kPa),Saturation vapor pressure in chamber (kPa),Vapor pressure deficit at leaf temperature (kPa),LatHFlux (W m-2),SenHFlux (W m-2),NetTherm (W m-2),EBSum (W m-2),Leak from chamber  (umol s-1),Leak as percent of flow (%),Correction factor (K),Correction factor as a percent (%),Sample Cell CO2 conc (µmol mol?¹),Reference Cell CO2 conc (µmol mol?¹),Sample Cell H2O conc (mmol mol?¹),Reference Cell H2O conc (mmol mol?¹),Flow rate to chamber (µmol s?¹),Atmospheric Pressure (kPa),Fan Speed (rpm),Flow through sample cell (µmol s?¹),Flow through reference cell (µmol s?¹),filename,Net CO2 uptake (nmol g leaf-1 s-1),PSN eq 1,pSN eq 2,PSN eq 3,inti_a,a1_init,Amax_init
TF-BEPA-7-2018,0,TF,-9999,2018,BEPA,7,-9999,-9999,-9999,26,14.4,8/7/2018,219,1:43 PM,-9999,56.27,0.62,43.5,-9999,-9999,-99.99,-9999,10,0,0,0,0,-9999,400,0,-1.04,0.00184,400.39,404.74,0.114,2.25,0.11,0.0693,31.49,32.8,31.49,4.64,60.35,3.01,5,1.62,-81.32,158.88,16,93.57,0,0,1,0,400.39,400.09,29.81,28.02,599.97,100.93,9870,637.02,708.75,,-18.4823174,0,0,-10,7777777,1.28546887,177.7145904
TF-BEPA-8-2018,0,TF,-9999,2018,BEPA,8,-9999,-9999,-9999,26,9.7,8/7/2018,219,2:19 PM,0.0178,42.35,0.66,56.01,-3.97,-31.97,0.4635,26.06,1,2000,1999.98,1681.18,321.44,-9999,400,0,3.63,0.0011,395.96,239.72,0.0411,2.28,0.0407,0.0255,34.83,34.13,34.83,5.6,55.38,2.98,5.38,2.62,-48.48,-87.03,-8.87,177.06,15,3,1.001,0.06,395.96,400.02,29.48,28.42,599.8,100.89,10040,609.66,706.76,,85.71428571,7.9999936,7.40740192,171.8180165,7777777,1.463990555,85.71428571
TF-BEPA-8-2018,0,TF,-9999,2018,BEPA,8,-9999,-9999,-9999,26,9.7,8/7/2018,219,2:19 PM,0.0178,42.35,0.66,56.01,-3.97,-31.97,0.4635,26.06,2,1500,1500.11,1261.31,241.69,-9999,400,0,3.56,0.00105,396.04,245.87,0.0419,2.28,0.0415,0.026,34.26,34.07,34.26,5.42,55.45,2.97,5.36,2.45,-46.2,-23.4,-2.38,169.72,16,3,1.001,0.06,396.05,400.02,29.43,28.41,600.18,100.89,10050,609.98,706.6,,84.06139315,7.792267158,7.228966755,166.4721106,7777777,1.463990555,85.71428571
TF-BEPA-8-2018,0,TF,-9999,2018,BEPA,8,-9999,-9999,-9999,26,9.7,8/7/2018,219,2:19 PM,0.0178,42.35,0.66,56.01,-3.97,-31.97,0.4635,26.06,3,1000,1000.25,841.41,161.89,-9999,400,0,3.47,0.000965,396.18,249.79,0.0416,2.27,0.0412,0.0258,33.64,33.97,33.64,5.24,55.62,2.97,5.34,2.27,-42.56,40.55,4.13,164.01,15,3,1.001,0.06,396.18,400.02,29.36,28.42,599.66,100.88,9960,609.36,706.63,,81.93624557,7.407681697,6.896789485,156.6736097,7777777,1.463990555,85.71428571
TF-BEPA-8-2018,0,TF,-9999,2018,BEPA,8,-9999,-9999,-9999,26,9.7,8/7/2018,219,2:20 PM,0.0178,42.35,0.66,56.01,-3.97,-31.97,0.4635,26.06,4,500,699.97,589.17,113.96,-9999,400,0,3.56,0.000913,396.08,246.31,0.0415,2.28,0.0411,0.0257,33.23,33.88,33.23,5.12,55.81,2.96,5.31,2.16,-40.29,79.9,8.07,161.64,16,3,1.001,0.06,396.08,400,29.31,28.43,600.25,100.88,10030,610.04,706.1,,84.06139315,6.965114723,6.511575985,145.554074,0.1992916,1.463990555,85.71428571
TF-BEPA-8-2018,0,TF,-9999,2018,BEPA,8,-9999,-9999,-9999,26,9.7,8/7/2018,219,2:20 PM,0.0178,42.35,0.66,56.01,-3.97,-31.97,0.4635,26.06,5,250,399.95,337.16,66.08,-9999,400,0,3.39,0.000864,396.18,253.48,0.0415,2.28,0.0411,0.0257,32.82,33.78,32.82,5,56.05,2.96,5.28,2.04,-38.11,117.8,11.87,157.64,16,3,1.001,0.06,396.18,399.91,29.27,28.43,600.1,100.89,10040,609.74,706.51,,80.0472255,6.060376472,5.714081614,123.3277773,0.3825266,1.463990555,85.71428571
TF-BEPA-8-2018,0,TF,-9999,2018,BEPA,8,-9999,-9999,-9999,26,9.7,8/7/2018,219,2:21 PM,0.0178,42.35,0.66,56.01,-3.97,-31.97,0.4635,26.06,6,120,200.06,168.65,33.06,-9999,400,0,3.29,0.000824,396.41,257.26,0.0412,2.26,0.0408,0.0255,32.52,33.68,32.52,4.92,56.31,2.96,5.25,1.96,-36.33,142.35,14.43,153.51,16,3,1.001,0.06,396.41,400.02,29.24,28.44,600.03,100.88,9920,609.6,706.54,,77.68595041,4.651811686,4.445036938,90.01499775,0.777253,1.463990555,85.71428571
TF-BEPA-8-2018,0,TF,-9999,2018,BEPA,8,-9999,-9999,-9999,26,9.7,8/7/2018,219,2:21 PM,0.0178,42.35,0.66,56.01,-3.97,-31.97,0.4635,26.06,7,60,100.02,84.31,16.52,-9999,400,0,2.33,0.000801,397.44,294.91,0.041,2.28,0.0406,0.0254,32.35,33.61,32.35,4.87,56.51,2.95,5.23,1.92,-35.33,154.48,15.52,151.2,16,3,1.001,0.06,397.44,400.08,29.23,28.45,600.16,100.88,10030,609.47,706.2,,55.01770956,3.175006269,3.077301746,56.67555496,1.1767021,1.463990555,85.71428571
TF-BEPA-8-2018,0,TF,-9999,2018,BEPA,8,-9999,-9999,-9999,26,9.7,8/7/2018,219,2:21 PM,0.0178,42.35,0.66,56.01,-3.97,-31.97,0.4635,26.06,8,30,49.88,42.05,8.24,-9999,400,0,1.2,0.000791,398.5,340.04,0.0412,2.29,0.0408,0.0255,32.22,33.53,32.22,4.84,56.74,2.95,5.21,1.88,-34.86,161.88,16.14,151.41,16,3,1.001,0.06,398.5,400.01,29.22,28.45,599.88,100.88,10130,609.33,706.04,,28.33530106,1.938126064,1.90127692,29.92316312,1.4639906,1.463990555,85.71428571
TF-BEPA-8-2018,0,TF,-9999,2018,BEPA,8,-9999,-9999,-9999,26,9.7,8/7/2018,219,2:22 PM,0.0178,42.35,0.66,56.01,-3.97,-31.97,0.4635,26.06,9,15,10.11,8.52,1.67,-9999,400,0,-0.22,0.000787,399.92,396.32,0.0415,2.28,0.0411,0.0257,32.15,33.47,32.15,4.81,56.94,2.95,5.19,1.86,-34.72,162.56,16.33,145.84,16,3,1.001,0.06,399.92,400.01,29.22,28.46,600.05,100.88,10010,609.52,706.07,,-5.194805195,0.477728451,0.475457057,-0.376469468,0.6926407,1.463990555,85.71428571
TF-BEPA-8-2018,0,TF,-9999,2018,BEPA,8,-9999,-9999,-9999,26,9.7,8/7/2018,219,2:22 PM,0.0178,42.35,0.66,56.01,-3.97,-31.97,0.4635,26.06,10,0,0,0,0,-9999,400,0,-0.66,0.000777,400.39,413.63,0.0413,2.27,0.0409,0.0256,32.08,33.42,32.08,4.8,57.09,2.95,5.17,1.84,-34.25,164.1,16.49,146.34,16,3,1.001,0.06,400.39,400.04,29.22,28.46,599.94,100.88,10000,609.39,706.86,,-15.58441558,0,0,-10,7777777,1.463990555,85.71428571
TF-POGR-9-2018,0,TF,-9999,2018,POGR,9,-9999,-9999,-9999,41,25.2,8/7/2018,219,2:45 PM,0.0243,65.56,0.5,42.31,-2.52,-28.67,0.4859,19.96,1,2000,2000.07,1681.26,321.46,27.42,400,0,9.38,0.0026,389.61,286.99,0.166,2.26,0.159,0.1,31.87,31.05,31.87,4.74,69.77,3.16,4.52,1.58,-114.48,-100.58,-10.03,96.37,0,0,1,0,389.61,400.01,31.23,28.72,599.91,100.86,9920,639.74,705.18,,143.0750458,8.000022399,7.407426611,171.8187603,7777777,1.113483832,143.0750458
TF-POGR-9-2018,0,TF,-9999,2018,POGR,9,-9999,-9999,-9999,41,25.2,8/7/2018,219,2:46 PM,0.0243,65.56,0.5,42.31,-2.52,-28.67,0.4859,19.96,2,1500,1499.99,1261.21,241.67,27.68,400,0,9.29,0.00243,389.82,290.8,0.169,2.28,0.163,0.102,31.31,30.96,31.31,4.59,69.78,3.14,4.5,1.45,-107.16,-44.01,-4.35,86.15,0,0,1,0,389.82,400.06,31.08,28.72,599.96,100.86,10020,639.46,705.65,,141.7022575,7.792202395,7.228911018,166.4704498,7777777,1.113483832,143.0750458
TF-POGR-9-2018,0,TF,-9999,2018,POGR,9,-9999,-9999,-9999,41,25.2,8/7/2018,219,2:46 PM,0.0243,65.56,0.5,42.31,-2.52,-28.67,0.4859,19.96,3,1000,999.95,841.16,161.84,28.22,400,0,8.81,0.00224,390.39,297.77,0.171,2.27,0.165,0.103,30.76,30.89,30.76,4.45,69.67,3.12,4.48,1.33,-98.97,15.85,1.57,80.29,0,0,1,0,390.39,400.07,30.9,28.73,600.12,100.86,9980,639.21,705.17,,134.38072,7.407352535,6.89650416,156.6652777,7777777,1.113483832,143.0750458
TF-POGR-9-2018,0,TF,-9999,2018,POGR,9,-9999,-9999,-9999,41,25.2,8/7/2018,219,2:47 PM,0.0243,65.56,0.5,42.31,-2.52,-28.67,0.4859,19.96,4,500,699.88,589.09,113.94,28.86,400,0,8.08,0.00211,391.07,304.55,0.169,2.28,0.162,0.102,30.46,30.89,30.46,4.37,69.35,3.11,4.48,1.26,-92.89,53.36,5.23,79.65,0,0,1,0,391.07,399.98,30.77,28.73,600.3,100.86,10055,639.94,705.44,,123.2458816,6.964936479,6.511420198,145.5496288,0.3282489,1.113483832,143.0750458
TF-POGR-9-2018,0,TF,-9999,2018,POGR,9,-9999,-9999,-9999,41,25.2,8/7/2018,219,2:47 PM,0.0243,65.56,0.5,42.31,-2.52,-28.67,0.4859,19.96,5,250,400.1,337.29,66.11,29.42,400,0,6.4,0.00195,392.9,320.73,0.163,2.28,0.156,0.0983,30.19,30.93,30.19,4.31,68.87,3.09,4.49,1.21,-85.97,90.98,8.92,80.04,0,0,1,0,392.9,400.07,30.62,28.73,600.11,100.86,10040,639.34,704.76,,97.62050031,6.061065117,5.714693805,123.3444426,0.5539963,1.113483832,143.0750458
TF-POGR-9-2018,0,TF,-9999,2018,POGR,9,-9999,-9999,-9999,41,25.2,8/7/2018,219,2:48 PM,0.0243,65.56,0.5,42.31,-2.52,-28.67,0.4859,19.96,6,120,199.98,168.58,33.04,29.8,400,0,3.51,0.00183,395.75,351.49,0.157,2.28,0.151,0.0948,30.03,30.98,30.03,4.27,68.42,3.08,4.51,1.18,-80.89,117.37,11.5,81.02,0,0,1,0,395.75,399.98,30.51,28.73,599.91,100.86,10050,639.23,705.61,,53.53874314,4.650946446,4.444246903,89.99499975,0.7868111,1.113483832,143.0750458
TF-POGR-9-2018,0,TF,-9999,2018,POGR,9,-9999,-9999,-9999,41,25.2,8/7/2018,219,2:48 PM,0.0243,65.56,0.5,42.31,-2.52,-28.67,0.4859,19.96,7,60,100.05,84.34,16.53,29.99,400,0,1.16,0.00176,398.16,377.92,0.15,2.26,0.145,0.0911,29.98,31.04,29.98,4.26,68.05,3.08,4.52,1.18,-77.49,128.15,12.7,79.89,0,0,1,0,398.16,400.02,30.44,28.74,599.87,100.87,9880,639.28,706.04,,17.69371568,3.175610801,3.077869641,56.68888519,0.976205,1.113483832,143.0750458
TF-POGR-9-2018,0,TF,-9999,2018,POGR,9,-9999,-9999,-9999,41,25.2,8/7/2018,219,2:48 PM,0.0243,65.56,0.5,42.31,-2.52,-28.67,0.4859,19.96,8,30,50.06,42.2,8.27,28.62,400,0,-0.49,0.0016,399.97,398.16,0.136,2.29,0.132,0.0828,29.95,31.03,29.95,4.25,67.76,3.06,4.52,1.19,-70.77,133.61,13.05,84.17,0,0,1,0,399.97,400.12,30.3,28.75,599.86,100.87,10090,638.13,705.91,,-7.474069555,1.943556872,1.906502904,30.03839079,1.1134838,1.113483832,143.0750458
TF-POGR-9-2018,0,TF,-9999,2018,POGR,9,-9999,-9999,-9999,41,25.2,8/7/2018,219,2:49 PM,0.0243,65.56,0.5,42.31,-2.52,-28.67,0.4859,19.96,9,15,10.07,8.49,1.66,29.22,400,0,-2.21,0.00159,401.53,419.73,0.141,2.27,0.136,0.0856,29.76,30.85,29.76,4.2,68.47,3.06,4.47,1.14,-70.27,133.73,13.13,78.25,0,0,1,0,401.53,399.95,30.3,28.75,599.92,100.87,9990,639,706.13,,-33.70957901,0.475941781,0.473687305,-0.41271957,0.4779337,1.113483832,143.0750458
TF-POGR-9-2018,0,TF,-9999,2018,POGR,9,-9999,-9999,-9999,41,25.2,8/7/2018,219,2:49 PM,0.0243,65.56,0.5,42.31,-2.52,-28.67,0.4859,19.96,10,0,0,0,0,29.97,400,0,-2.68,0.00165,402.05,424.92,0.144,2.26,0.139,0.0876,29.83,30.93,29.83,4.22,68.27,3.07,4.49,1.15,-72.59,134.77,13.31,75.49,0,0,1,0,402.05,400.03,30.36,28.76,600.13,100.87,9905,639.59,705.43,,-40.8785845,0,0,-10,7777777,1.113483832,143.0750458
TF-POGR-10-2018,0,TF,-9999,2018,POGR,10,-9999,-9999,-9999,37,13.1,8/7/2018,219,3:16 PM,0.0249,51.98,0.57,51.03,-4.16,-30.69,0.4843,19.48,1,2000,1999.96,1681.17,321.44,29.05,400,0,7.74,0.00127,391.73,173.86,0.0603,2.28,0.0594,0.0372,33.32,31.85,33.32,5.14,64.85,3.07,4.74,2.07,-56.04,-180.7,-18.1,66.61,0,0,1,0,391.73,399.97,30.4,29.16,599.98,100.83,10030,638.71,704.57,,148.9034244,7.9999872,7.407396433,171.8178512,7777777,1.365909965,152.3662947
TF-POGR-10-2018,0,TF,-9999,2018,POGR,10,-9999,-9999,-9999,37,13.1,8/7/2018,219,3:17 PM,0.0249,51.98,0.57,51.03,-4.16,-30.69,0.4843,19.48,2,1500,1499.95,1261.17,241.67,29.12,400,0,7.92,0.00118,391.65,174.68,0.0617,2.27,0.0607,0.038,32.63,31.74,32.63,4.95,65.07,3.06,4.71,1.89,-52.1,-109.2,-10.93,69.44,0,0,1,0,391.65,400.03,30.31,29.16,599.93,100.83,9980,638.37,704.38,,152.3662947,7.792180805,7.228892437,166.4698962,7777777,1.365909965,152.3662947
TF-POGR-10-2018,0,TF,-9999,2018,POGR,10,-9999,-9999,-9999,37,13.1,8/7/2018,219,3:17 PM,0.0249,51.98,0.57,51.03,-4.16,-30.69,0.4843,19.48,3,1000,999.91,841.12,161.83,29.49,400,0,7.61,0.00109,391.95,186.05,0.0624,2.26,0.0614,0.0385,31.98,31.66,31.98,4.77,65.18,3.05,4.68,1.72,-47.87,-38.57,-3.87,71.53,0,0,1,0,391.95,399.98,30.22,29.17,600.01,100.82,9910,638.71,703.81,,146.4024625,7.407308634,6.896466105,156.6641665,7777777,1.365909965,152.3662947
TF-POGR-10-2018,0,TF,-9999,2018,POGR,10,-9999,-9999,-9999,37,13.1,8/7/2018,219,3:17 PM,0.0249,51.98,0.57,51.03,-4.16,-30.69,0.4843,19.48,4,500,700.11,589.29,113.98,29.99,400,0,7.57,0.00103,392.12,188.85,0.0627,2.27,0.0618,0.0387,31.6,31.65,31.6,4.67,65.11,3.05,4.68,1.62,-45.44,6.11,0.61,75.26,0,0,1,0,392.12,400.09,30.17,29.17,600.08,100.83,9960,638.51,704.19,,145.6329357,6.965391918,6.511818256,145.560987,0.3189688,1.365909965,152.3662947
TF-POGR-10-2018,0,TF,-9999,2018,POGR,10,-9999,-9999,-9999,37,13.1,8/7/2018,219,3:18 PM,0.0249,51.98,0.57,51.03,-4.16,-30.69,0.4843,19.48,5,250,400.1,337.28,66.11,30.49,400,0,6.86,0.000964,392.8,204.92,0.0617,2.26,0.0608,0.0381,31.28,31.67,31.28,4.58,64.92,3.04,4.69,1.54,-42.51,47.45,4.74,75.79,0,0,1,0,392.8,400.04,30.11,29.18,599.96,100.82,9910,638.18,704.57,,131.9738361,6.061065117,5.714693805,123.3444426,0.5833013,1.365909965,152.3662947
TF-POGR-10-2018,0,TF,-9999,2018,POGR,10,-9999,-9999,-9999,37,13.1,8/7/2018,219,3:18 PM,0.0249,51.98,0.57,51.03,-4.16,-30.69,0.4843,19.48,6,120,199.95,168.56,33.04,30.89,400,0,5.5,0.00091,394.22,238.76,0.0603,2.27,0.0594,0.0372,31.06,31.71,31.06,4.53,64.67,3.04,4.7,1.49,-40.13,79.08,7.85,79.84,0,0,1,0,394.22,400.08,30.06,29.18,599.73,100.83,9980,638.01,704.38,,105.8099269,4.650621886,4.443950549,89.98749844,0.9971784,1.365909965,152.3662947
TF-POGR-10-2018,0,TF,-9999,2018,POGR,10,-9999,-9999,-9999,37,13.1,8/7/2018,219,3:19 PM,0.0249,51.98,0.57,51.03,-4.16,-30.69,0.4843,19.48,7,60,100.07,84.36,16.53,31.12,400,0,3.31,0.000865,396.34,294.96,0.0577,2.26,0.0569,0.0356,31,31.75,31,4.51,64.4,3.03,4.71,1.48,-38.15,92.22,9.19,79.79,0,0,1,0,396.34,399.99,30.02,29.18,599.89,100.83,9920,638.34,705.13,,63.67833782,3.176013749,3.078248164,56.69777052,1.2921637,1.365909965,152.3662947
TF-POGR-10-2018,0,TF,-9999,2018,POGR,10,-9999,-9999,-9999,37,13.1,8/7/2018,219,3:19 PM,0.0249,51.98,0.57,51.03,-4.16,-30.69,0.4843,19.48,8,30,49.91,42.07,8.25,30.13,400,0,1.41,0.000798,398.24,346.32,0.0531,2.3,0.0524,0.0328,30.99,31.8,30.99,4.51,64.1,3.03,4.72,1.48,-35.21,101.1,9.93,84.06,0,0,1,0,398.24,399.96,29.96,29.19,600.15,100.83,10150,638.51,704,,27.12581762,1.939031805,1.90214854,29.94237926,1.36591,1.365909965,152.3662947
TF-POGR-10-2018,0,TF,-9999,2018,POGR,10,-9999,-9999,-9999,37,13.1,8/7/2018,219,3:20 PM,0.0249,51.98,0.57,51.03,-4.16,-30.69,0.4843,19.48,9,15,10.08,8.5,1.67,30.43,400,0,-0.27,0.000674,399.99,400.06,0.0458,2.28,0.0453,0.0283,30.81,31.63,30.81,4.46,64.46,3.01,4.68,1.45,-29.74,100.84,9.96,82.74,0,0,1,0,399.99,399.99,29.84,29.19,600.04,100.83,10030,638.65,703.97,,-5.194305502,0.476388521,0.474129821,-0.40365575,0.5771451,1.365909965,152.3662947
TF-POGR-10-2018,0,TF,-9999,2018,POGR,10,-9999,-9999,-9999,37,13.1,8/7/2018,219,3:20 PM,0.0249,51.98,0.57,51.03,-4.16,-30.69,0.4843,19.48,10,0,0,0,0,31.04,400,0,-0.72,0.000668,400.56,416.8,0.0447,2.28,0.0442,0.0277,30.9,31.71,30.9,4.49,64.21,3.02,4.7,1.47,-29.45,99.32,9.81,79.68,0,0,1,0,400.56,400.11,29.85,29.2,599.91,100.82,10040,638.34,703.81,,-13.85148134,0,0,-10,7777777,1.365909965,152.3662947
TF-BEPA-11-2018,0,TF,-9999,2018,BEPA,11,-9999,-9999,-9999,31,18.6,8/21/2018,233,9:24 AM,0.0178,72.07,0.52,26.67,-3.82,-28.32,0.4839,27.22,1,2000,2000.08,1681.27,321.46,-9999,400,0,10.85,0.00408,387.83,228.83,0.125,2.26,0.121,0.0762,28.21,27.86,28.21,3.84,12.88,0.48,3.76,3.36,-179.91,-43.72,-4.21,93.62,0,0,1,0,387.83,400.25,4.75,0.69,600.44,101.85,9840,634.9,745.72,,150.5480783,8.000025599,7.407429355,171.818843,7777777,1.086906249,150.5480783
TF-BEPA-11-2018,0,TF,-9999,2018,BEPA,11,-9999,-9999,-9999,31,18.6,8/21/2018,233,9:24 AM,0.0178,72.07,0.52,26.67,-3.82,-28.32,0.4839,27.22,2,1500,1500.19,1261.37,241.7,-9999,400,0,10.35,0.00389,388.07,233.57,0.123,2.28,0.119,0.0748,27.68,27.83,27.68,3.72,12.41,0.47,3.76,3.26,-171.38,18.9,1.8,91.03,0,0,1,0,388.07,399.93,4.57,0.7,599.61,101.85,9960,633.39,745.68,,143.6103788,7.792310327,7.229003909,166.4732177,7777777,1.086906249,150.5480783
TF-BEPA-11-2018,0,TF,-9999,2018,BEPA,11,-9999,-9999,-9999,31,18.6,8/21/2018,233,9:25 AM,0.0178,72.07,0.52,26.67,-3.82,-28.32,0.4839,27.22,3,1000,1000.26,841.42,161.89,-9999,400,0,10.13,0.00365,388.52,233.22,0.119,2.29,0.116,0.0726,27.12,27.76,27.12,3.6,11.85,0.44,3.74,3.16,-161.12,79.43,7.52,87.71,0,0,1,0,388.52,400.07,4.34,0.71,600.21,101.85,10000,634.17,745.45,,140.557791,7.407692667,6.896798993,156.6738873,7777777,1.086906249,150.5480783
TF-BEPA-11-2018,0,TF,-9999,2018,BEPA,11,-9999,-9999,-9999,31,18.6,8/21/2018,233,9:25 AM,0.0178,72.07,0.52,26.67,-3.82,-28.32,0.4839,27.22,4,500,700,589.2,113.96,-9999,400,0,9.91,0.00346,388.84,231.63,0.114,2.31,0.111,0.0699,26.79,27.71,26.79,3.54,11.39,0.43,3.73,3.11,-152.66,114.28,10.72,86.31,0,0,1,0,388.84,400.1,4.17,0.72,600.03,101.85,10110,633.69,744.3,,137.5052033,6.965174129,6.511627907,145.5555556,0.3069238,1.086906249,150.5480783
TF-BEPA-11-2018,0,TF,-9999,2018,BEPA,11,-9999,-9999,-9999,31,18.6,8/21/2018,233,9:26 AM,0.0178,72.07,0.52,26.67,-3.82,-28.32,0.4839,27.22,5,250,400.31,337.46,66.14,-9999,400,0,8.19,0.00325,390.25,251.89,0.109,2.3,0.106,0.0667,26.46,27.63,26.46,3.47,10.92,0.41,3.71,3.06,-143.48,144.77,13.59,81.03,0,0,1,0,390.25,399.72,3.98,0.73,599.51,101.85,10075,633.05,745.1,,113.6395171,6.062028616,5.71555032,123.36776,0.5183849,1.086906249,150.5480783
TF-BEPA-11-2018,0,TF,-9999,2018,BEPA,11,-9999,-9999,-9999,31,18.6,8/21/2018,233,9:26 AM,0.0178,72.07,0.52,26.67,-3.82,-28.32,0.4839,27.22,6,120,200.03,168.63,33.05,-9999,400,0,5.63,0.00309,393.27,288.73,0.105,2.29,0.102,0.064,26.26,27.57,26.26,3.43,10.55,0.39,3.7,3.04,-136.36,162.29,15.25,74.23,0,0,1,0,393.27,400.12,3.83,0.75,599.98,101.85,10040,633.56,743.96,,78.11849591,4.651487264,4.444740716,90.00749944,0.78396,1.086906249,150.5480783
TF-BEPA-11-2018,0,TF,-9999,2018,BEPA,11,-9999,-9999,-9999,31,18.6,8/21/2018,233,9:27 AM,0.0178,72.07,0.52,26.67,-3.82,-28.32,0.4839,27.22,7,60,100.08,84.37,16.54,-9999,400,0,3.01,0.00297,395.92,329.83,0.101,2.28,0.0986,0.0618,26.14,27.52,26.14,3.4,10.3,0.38,3.69,3.02,-131.19,169.7,16.01,71.05,0,0,1,0,395.92,400.1,3.72,0.76,600.11,101.85,9970,633.55,744.36,,41.76495074,3.176215201,3.078437404,56.70221274,0.9620277,1.086906249,150.5480783
TF-BEPA-11-2018,0,TF,-9999,2018,BEPA,11,-9999,-9999,-9999,31,18.6,8/21/2018,233,9:27 AM,0.0178,72.07,0.52,26.67,-3.82,-28.32,0.4839,27.22,8,30,49.92,42.08,8.25,-9999,400,0,1.2,0.00286,397.85,359.55,0.0972,2.29,0.0949,0.0595,26.09,27.48,26.09,3.39,10.07,0.37,3.68,3.02,-126.24,172.53,16.21,70.75,0,0,1,0,397.85,400.19,3.63,0.78,599.16,101.85,10020,632.61,744.97,,16.6504787,1.939333665,1.902439024,29.94878361,1.0869062,1.086906249,150.5480783
TF-BEPA-11-2018,0,TF,-9999,2018,BEPA,11,-9999,-9999,-9999,31,18.6,8/21/2018,233,9:28 AM,0.0178,72.07,0.52,26.67,-3.82,-28.32,0.4839,27.22,9,15,10,8.43,1.65,-9999,400,0,-0.97,0.00277,399.76,397.44,0.0939,2.27,0.0918,0.0576,26.05,27.45,26.05,3.38,9.87,0.36,3.68,3.02,-122.06,172.38,16.32,68.29,0,0,1,0,399.76,399.89,3.56,0.79,599.35,101.85,9900,632.92,743.21,,-13.45913695,0.472813239,0.470588235,-0.476190476,0.1665048,1.086906249,150.5480783
TF-BEPA-11-2018,0,TF,-9999,2018,BEPA,11,-9999,-9999,-9999,31,18.6,8/21/2018,233,9:29 AM,0.0178,72.07,0.52,26.67,-3.82,-28.32,0.4839,27.22,10,0,0,0,0,-9999,400,0,-1.15,-0.00138,401.61,365.88,-0.0739,2.28,-0.0752,-0.0469,26.48,27.45,26.48,3.47,44.94,1.65,3.68,1.82,60.69,119.53,11.3,191.51,0,0,1,0,401.61,399.91,16.18,17.54,600.1,101.86,9960,632.19,767.75,,-15.95670876,0,0,-10,7777777,1.086906249,150.5480783
TF-BEPA-12-2018,0,TF,-9999,2018,BEPA,12,-9999,-9999,-9999,31,7.6,8/21/2018,233,9:59 AM,0.021,44.93,0.63,52.95,-3.46,-31.82,0.4713,22.42,1,2000,1999.93,1681.14,321.43,-9999,400,0,4.95,0.00107,394.71,230.19,0.0519,2.32,0.0513,0.0321,29.4,28.13,29.4,4.12,53.53,2.05,3.82,2.07,-47.31,-158.95,-15.07,100.1,0,0,1,0,394.71,400.08,20.06,19.01,600.12,101.83,10180,635.93,760.53,,110.1713777,7.999977599,7.407388202,171.8176033,7777777,1.602492767,113.7324727
TF-BEPA-12-2018,0,TF,-9999,2018,BEPA,12,-9999,-9999,-9999,31,7.6,8/21/2018,233,9:59 AM,0.021,44.93,0.63,52.95,-3.46,-31.82,0.4713,22.42,2,1500,1499.82,1261.06,241.65,-9999,400,0,4.99,0.00102,394.58,232.23,0.0529,2.28,0.0522,0.0327,28.79,28.11,28.79,3.97,53.48,2.04,3.82,1.93,-44.91,-83.26,-8,105.47,0,0,1,0,394.58,399.98,20.02,19.02,599.87,101.83,9930,636.4,760.9,,111.0616515,7.792110632,7.228832042,166.4680966,7777777,1.602492767,113.7324727
TF-BEPA-12-2018,0,TF,-9999,2018,BEPA,12,-9999,-9999,-9999,31,7.6,8/21/2018,233,10:00 AM,0.021,44.93,0.63,52.95,-3.46,-31.82,0.4713,22.42,3,1000,999.94,841.15,161.84,-9999,400,0,5.11,0.000948,394.59,230.21,0.0532,2.28,0.0525,0.0329,28.13,28.05,28.13,3.82,53.5,2.04,3.81,1.79,-41.79,-9.44,-0.9,109.71,0,0,1,0,394.59,400.07,19.96,19.03,600.22,101.83,9940,636.21,760.67,,113.7324727,7.40734156,6.896494646,156.6649999,7777777,1.602492767,113.7324727
